playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
boehrbr01,1998,NLCS,SDN,NL,0,0,3,0,0,0,0,9,3,0,0,1,1,0.273,0,0,0,0,0,12,0,0,0,0,0
boehrbr01,1998,WS,SDN,NL,0,0,2,0,0,0,0,6,4,2,1,2,3,0.364,9,0,0,1,0,14,0,2,0,0,0
brownke01,1998,NLCS,SDN,NL,1,1,2,1,1,1,0,31,5,3,1,4,12,0.143,2.61,0,1,0,0,39,0,3,0,0,1
brownke01,1998,NLDS2,SDN,NL,1,0,2,2,0,0,0,44,5,1,0,7,21,0.109,0.61,0,0,3,0,56,0,1,0,0,2
brownke01,1998,WS,SDN,NL,0,1,2,2,0,0,0,43,14,7,0,6,13,0.259,4.4,2,0,0,0,62,0,7,1,1,0
burbada01,1998,ALCS,CLE,AL,1,0,3,0,0,0,0,18,3,2,0,5,8,0.136,3,0,2,0,0,27,0,4,0,0,0
burbada01,1998,ALDS1,CLE,AL,1,0,1,0,0,0,0,16,4,3,0,2,4,0.222,5.06,0,0,0,0,21,0,3,0,1,1
clarkma01,1998,NLDS1,CHN,NL,0,1,1,1,0,0,0,18,7,2,1,1,4,0.28,3,0,0,0,0,27,0,4,0,1,0
colonba01,1998,ALCS,CLE,AL,1,0,1,1,1,0,0,27,4,1,0,4,3,0.148,1,0,0,0,0,32,0,1,1,0,3
colonba01,1998,ALDS1,CLE,AL,0,0,1,1,0,0,0,17,5,1,1,3,3,0.25,1.59,1,0,0,0,23,0,1,0,0,1
coneda01,1998,ALCS,NYA,AL,1,0,2,2,0,0,0,39,12,6,2,6,13,0.24,4.15,0,0,0,0,56,0,6,0,0,1
coneda01,1998,ALDS2,NYA,AL,1,0,1,1,0,0,0,17,2,0,0,1,6,0.111,0,0,0,0,0,20,0,0,1,0,0
coneda01,1998,WS,NYA,AL,0,0,1,1,0,0,0,18,2,2,0,3,4,0.105,3,0,0,0,0,23,0,3,0,1,0
corsiji01,1998,ALDS1,BOS,AL,0,0,2,0,0,0,0,9,1,0,0,1,2,0.1,0,0,0,0,0,11,1,0,0,0,0
crabtti01,1998,ALDS2,TEX,AL,0,0,2,0,0,0,0,12,1,0,0,0,2,0.083,0,0,0,0,0,12,1,0,0,0,1
eckerde01,1998,ALDS1,BOS,AL,0,0,1,0,0,0,0,3,1,1,1,0,1,0.25,9,0,0,0,0,4,1,1,0,0,0
elartsc01,1998,NLDS2,HOU,NL,0,1,1,0,0,0,0,6,1,1,1,1,3,0.167,4.5,0,0,1,0,8,1,1,0,0,0
glavito02,1998,NLCS,ATL,NL,0,2,2,2,0,0,0,35,13,3,0,9,8,0.283,2.31,0,0,0,0,55,0,6,0,0,2
glavito02,1998,NLDS1,ATL,NL,0,0,1,1,0,0,0,21,3,1,0,1,8,0.136,1.29,0,0,0,0,24,0,1,1,0,0
goodedw01,1998,ALCS,CLE,AL,0,1,1,1,0,0,0,14,3,3,1,3,3,0.188,5.79,0,0,0,0,20,0,3,0,1,1
goodedw01,1998,ALDS1,CLE,AL,0,0,1,1,0,0,0,1,1,2,0,2,1,0.5,54,0,0,0,0,4,0,2,0,0,0
gordoto01,1998,ALDS1,BOS,AL,0,1,2,0,0,0,0,9,4,3,0,4,1,0.333,9,0,1,0,0,16,2,3,0,0,1
hamiljo02,1998,NLCS,SDN,NL,0,1,2,1,0,0,0,22,7,4,1,3,6,0.259,4.91,0,0,0,0,30,0,4,0,0,1
hamiljo02,1998,NLDS2,SDN,NL,0,0,2,0,0,0,0,10,1,0,0,2,3,0.091,0,1,0,0,0,14,0,0,1,0,0
hamiljo02,1998,WS,SDN,NL,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0
hamptmi01,1998,NLDS2,HOU,NL,0,0,1,1,0,0,0,18,2,1,0,1,2,0.111,1.5,0,1,0,0,21,0,1,2,0,0
helliri01,1998,ALDS2,TEX,AL,0,1,1,1,0,0,0,18,8,3,2,1,9,0.308,4.5,0,0,0,0,27,0,3,0,0,0
henrydo01,1998,NLDS2,HOU,NL,0,0,2,0,0,0,0,5,2,1,0,0,1,0.286,5.4,0,0,0,0,7,1,1,0,0,0
heredfe01,1998,NLDS1,CHN,NL,0,0,1,0,0,0,0,1,0,2,0,2,0,0,54,0,0,0,0,3,0,2,0,0,0
hernaor01,1998,ALCS,NYA,AL,1,0,1,1,0,0,0,21,3,0,0,2,6,0.125,0,0,0,1,0,27,0,0,0,0,0
hernaor01,1998,WS,NYA,AL,1,0,1,1,0,0,0,21,6,1,0,3,7,0.222,1.29,0,0,0,0,30,0,1,0,0,0
hitchst01,1998,NLCS,SDN,NL,2,0,2,2,0,0,0,30,5,1,0,8,14,0.152,0.9,1,2,0,0,42,0,1,1,0,0
hitchst01,1998,NLDS2,SDN,NL,1,0,1,1,0,0,0,18,3,1,0,0,11,0.15,1.5,0,0,1,0,21,0,1,0,0,1
hitchst01,1998,WS,SDN,NL,0,0,1,1,0,0,0,18,7,1,1,1,7,0.292,1.5,0,0,0,0,25,0,2,0,0,1
hoffmtr01,1998,NLCS,SDN,NL,1,0,3,0,0,0,1,13,2,1,0,2,7,0.143,2.08,0,0,0,0,17,2,1,0,1,0
hoffmtr01,1998,NLDS2,SDN,NL,0,0,4,0,0,0,2,9,3,0,0,1,4,0.25,0,1,0,0,0,13,4,1,0,0,0
hoffmtr01,1998,WS,SDN,NL,0,1,1,0,0,0,0,6,2,2,1,1,0,0.25,9,0,0,0,0,9,1,2,0,0,0
jacksmi02,1998,ALCS,CLE,AL,0,0,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0
jacksmi02,1998,ALDS1,CLE,AL,0,0,3,0,0,0,3,12,3,2,1,1,1,0.214,4.5,0,0,0,0,15,3,2,0,0,1
johnsra05,1998,NLDS2,HOU,NL,0,2,2,2,0,0,0,42,12,3,2,2,17,0.226,1.93,0,0,0,0,56,0,4,0,1,0
jonesdo01,1998,ALDS1,CLE,AL,0,0,1,0,0,0,0,8,3,2,1,1,1,0.273,6.75,0,0,0,0,12,0,2,0,0,0
karchma01,1998,NLDS1,CHN,NL,0,0,1,0,0,0,0,2,1,1,1,0,1,0.333,13.5,0,0,0,0,3,0,1,0,0,0
langsma01,1998,NLCS,SDN,NL,0,0,3,0,0,0,0,4,1,0,0,0,1,0.2,0,0,0,0,0,5,1,0,0,0,0
langsma01,1998,WS,SDN,NL,0,0,1,0,0,0,0,2,1,3,1,2,0,0.333,40.5,1,1,0,0,5,0,3,0,0,0
ligteke01,1998,NLCS,ATL,NL,0,1,4,0,0,0,0,11,3,3,2,2,5,0.214,7.36,0,0,0,1,16,3,3,0,0,0
ligteke01,1998,NLDS1,ATL,NL,0,0,3,0,0,0,0,10,1,0,0,4,3,0.111,0,1,0,0,0,15,2,0,1,1,0
lloydgr01,1998,ALCS,NYA,AL,0,0,1,0,0,0,0,2,1,0,0,0,0,0.5,0,0,0,0,0,2,1,0,0,0,0
lloydgr01,1998,ALDS2,NYA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lloydgr01,1998,WS,NYA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lowede01,1998,ALDS1,BOS,AL,0,0,2,0,0,0,0,13,3,1,0,1,2,0.2,2.08,1,0,1,0,17,0,1,0,0,1
maddugr01,1998,NLCS,ATL,NL,0,1,2,1,0,0,1,18,5,2,0,3,4,0.217,3,1,0,1,0,27,1,2,0,0,1
maddugr01,1998,NLDS1,ATL,NL,1,0,1,1,0,0,0,21,7,2,0,0,4,0.25,2.57,0,0,0,0,28,0,2,0,0,0
martide01,1998,NLCS,ATL,NL,1,0,4,0,0,0,0,10,1,0,0,1,0,0.091,0,1,0,0,0,12,0,0,0,0,1
martipe02,1998,ALDS1,BOS,AL,1,0,1,1,0,0,0,21,6,3,2,0,8,0.222,3.86,0,1,0,0,27,0,3,0,0,0
mendora01,1998,ALCS,NYA,AL,0,0,2,0,0,0,0,13,4,0,0,0,1,0.235,0,0,0,0,0,17,0,0,0,0,0
mendora01,1998,WS,NYA,AL,1,0,1,0,0,0,0,3,2,1,0,0,1,0.5,9,0,0,0,0,4,0,1,0,0,0
micelda01,1998,NLCS,SDN,NL,0,0,3,0,0,0,0,2,4,1,1,0,1,0.667,13.5,0,0,0,0,6,0,1,0,0,0
micelda01,1998,NLDS2,SDN,NL,1,1,3,0,0,0,0,10,2,1,0,0,4,0.2,2.7,0,0,0,0,11,0,1,1,0,1
micelda01,1998,WS,SDN,NL,0,0,2,0,0,0,0,5,2,0,0,2,1,0.286,0,0,0,0,0,9,1,0,0,0,0
milletr02,1998,NLDS2,HOU,NL,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,1,0,0,0,0,0
morgami01,1998,NLDS1,CHN,NL,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0
mulhote01,1998,NLDS1,CHN,NL,0,1,2,0,0,0,0,7,2,3,0,2,2,0.222,11.57,0,0,0,0,12,1,3,1,0,0
myersra01,1998,NLCS,SDN,NL,0,0,4,0,0,0,0,6,3,3,0,2,3,0.333,13.5,0,1,0,0,11,1,3,0,0,0
myersra01,1998,WS,SDN,NL,0,0,3,0,0,0,0,3,0,1,0,1,2,0,9,0,0,0,0,4,2,1,0,0,0
nagych01,1998,ALCS,CLE,AL,0,1,2,2,0,0,0,29,13,4,1,1,6,0.31,3.72,0,0,0,0,44,0,7,0,1,0
nagych01,1998,ALDS1,CLE,AL,1,0,1,1,0,0,0,24,4,1,0,0,3,0.143,1.12,0,0,0,0,28,0,1,0,0,0
neaglde01,1998,NLCS,ATL,NL,0,0,2,1,0,0,0,23,8,3,1,2,9,0.258,3.52,0,0,0,0,33,1,3,0,0,0
nelsoje01,1998,ALCS,NYA,AL,0,1,3,0,0,0,0,4,3,3,0,1,3,0.429,20.25,0,0,2,0,10,1,3,0,0,0
nelsoje01,1998,ALDS2,NYA,AL,0,0,2,0,0,0,0,8,2,0,0,1,2,0.222,0,0,0,0,0,10,0,0,0,0,1
nelsoje01,1998,WS,NYA,AL,0,0,3,0,0,0,0,7,2,0,0,1,4,0.222,0,0,0,0,0,10,1,1,0,0,0
ogeach01,1998,ALCS,CLE,AL,0,1,2,1,0,0,0,20,9,6,1,5,4,0.321,8.1,0,0,2,0,36,0,6,1,0,0
perezod01,1998,NLCS,ATL,NL,0,0,2,0,0,0,0,1,5,2,0,2,0,1,54,1,0,0,0,8,0,2,1,0,0
perezod01,1998,NLDS1,ATL,NL,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
pettian01,1998,ALCS,NYA,AL,0,1,1,1,0,0,0,14,8,6,4,3,1,0.364,11.57,0,0,0,0,25,0,6,0,0,0
pettian01,1998,ALDS2,NYA,AL,1,0,1,1,0,0,0,21,3,1,0,0,8,0.125,1.29,0,0,0,0,24,0,1,0,0,0
pettian01,1998,WS,NYA,AL,1,0,1,1,0,0,0,22,5,0,0,3,4,0.192,0,0,0,0,0,29,0,0,0,0,1
pooleji02,1998,ALCS,CLE,AL,0,0,4,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0
pooleji02,1998,ALDS1,CLE,AL,0,0,2,0,0,0,0,3,1,0,0,1,2,0.333,0,0,0,0,0,5,0,0,1,0,0
powelja04,1998,NLDS2,HOU,NL,0,0,3,0,0,0,0,7,2,3,1,3,3,0.222,11.57,1,1,1,0,13,1,3,0,0,0
reedst01,1998,ALCS,CLE,AL,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0
reedst01,1998,ALDS1,CLE,AL,1,0,2,0,0,0,0,2,1,3,0,1,1,0.333,40.5,0,0,1,0,5,0,3,0,0,0
reynosh01,1998,NLDS2,HOU,NL,0,0,1,1,0,0,0,21,4,2,0,1,5,0.16,2.57,0,0,0,0,26,0,2,0,0,1
riverma01,1998,ALCS,NYA,AL,0,0,4,0,0,0,1,17,0,0,0,1,5,0,0,0,0,0,0,17,3,0,0,0,1
riverma01,1998,ALDS2,NYA,AL,0,0,3,0,0,0,2,10,1,0,0,1,2,0.091,0,0,0,0,0,12,3,0,0,0,0
riverma01,1998,WS,NYA,AL,0,0,3,0,0,0,3,13,5,0,0,0,4,0.294,0,0,0,0,0,18,3,0,0,1,1
rockejo01,1998,NLCS,ATL,NL,1,0,6,0,0,0,0,14,3,0,0,1,5,0.188,0,0,0,0,0,17,0,0,0,0,0
rockejo01,1998,NLDS1,ATL,NL,0,0,2,0,0,0,0,4,1,0,0,0,2,0.25,0,0,0,0,0,5,0,0,1,0,0
saberbr01,1998,ALDS1,BOS,AL,0,1,1,1,0,0,0,21,4,3,3,1,7,0.16,3.86,0,0,0,0,26,0,3,0,0,0
schoupe01,1998,ALDS1,BOS,AL,0,0,1,1,0,0,0,16,2,0,0,4,1,0.118,0,0,0,0,0,21,0,0,0,0,0
seaneru01,1998,NLCS,ATL,NL,0,0,4,0,0,0,0,9,2,2,0,1,4,0.2,6,0,0,0,0,11,1,2,0,0,1
seaneru01,1998,NLDS1,ATL,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
seleaa01,1998,ALDS2,TEX,AL,0,1,1,1,0,0,0,18,8,4,2,1,4,0.32,6,0,0,0,0,26,0,4,0,0,1
shueypa01,1998,ALCS,CLE,AL,0,0,5,0,0,0,0,19,4,0,0,7,7,0.2,0,2,1,0,0,28,3,0,0,1,1
shueypa01,1998,ALDS1,CLE,AL,0,0,3,0,0,0,0,9,3,0,0,1,4,0.273,0,0,0,0,0,13,0,0,0,1,0
smoltjo01,1998,NLCS,ATL,NL,0,0,2,2,0,0,0,41,13,6,2,6,13,0.25,3.95,0,0,0,0,59,0,6,1,0,1
smoltjo01,1998,NLDS1,ATL,NL,1,0,1,1,0,0,0,23,5,1,1,0,6,0.185,1.17,0,0,0,0,27,0,1,0,0,0
stantmi02,1998,ALCS,NYA,AL,0,0,3,0,0,0,0,11,2,0,0,1,4,0.167,0,1,0,0,0,13,1,0,0,0,1
stantmi02,1998,WS,NYA,AL,0,0,1,0,0,0,0,2,3,2,0,0,1,0.6,27,0,0,0,0,5,0,2,0,0,0
stottto01,1998,ALDS2,TEX,AL,0,1,1,1,1,0,0,24,6,2,0,4,8,0.24,2.25,0,0,1,0,31,0,2,1,0,1
swindgr01,1998,ALDS1,BOS,AL,0,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,1
tapanke01,1998,NLDS1,CHN,NL,0,0,1,1,0,0,0,27,5,1,1,3,6,0.161,1,0,0,0,1,35,0,1,1,0,0
wagnebi02,1998,NLDS2,HOU,NL,1,0,1,0,0,0,0,3,4,2,1,0,1,0.571,18,0,0,0,0,7,1,2,0,0,0
wakefti01,1998,ALDS1,BOS,AL,0,1,1,1,0,0,0,4,3,5,0,2,1,0.5,33.75,0,0,1,0,10,0,5,0,1,0
walldo01,1998,NLCS,SDN,NL,0,0,3,0,0,0,1,9,3,1,0,4,4,0.3,3,1,0,0,0,15,1,2,1,0,1
walldo01,1998,NLDS2,SDN,NL,0,0,1,0,0,0,0,3,2,1,1,0,2,0.4,9,0,0,0,0,5,0,1,0,0,0
walldo01,1998,WS,SDN,NL,0,1,2,0,0,0,0,8,3,2,1,3,1,0.333,6.75,0,0,0,0,12,0,2,0,0,2
wasdijo01,1998,ALDS1,BOS,AL,0,0,1,0,0,0,0,5,2,2,1,1,2,0.286,10.8,0,0,1,0,9,0,2,0,0,0
wellsda01,1998,ALCS,NYA,AL,2,0,2,2,0,0,0,47,12,5,3,2,18,0.218,2.87,0,1,2,0,60,0,5,0,1,2
wellsda01,1998,ALDS2,NYA,AL,1,0,1,1,0,0,0,24,5,0,0,1,9,0.172,0,0,0,0,0,30,0,0,0,0,0
wellsda01,1998,WS,NYA,AL,1,0,1,1,0,0,0,21,7,5,3,2,4,0.269,6.43,0,0,0,0,28,0,5,0,0,1
wettejo01,1998,ALDS2,TEX,AL,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0
woodke02,1998,NLDS1,CHN,NL,0,1,1,1,0,0,0,15,3,1,0,4,5,0.167,1.8,1,0,0,0,22,0,1,0,0,0
wrighja02,1998,ALCS,CLE,AL,0,1,2,1,0,0,0,20,7,6,1,8,4,0.304,8.1,0,1,0,0,32,0,6,1,0,2
wrighja02,1998,ALDS1,CLE,AL,0,1,1,1,0,0,0,13,7,6,2,2,6,0.35,12.46,0,0,1,0,23,0,6,0,0,0
anderbr02,1999,NLDS2,ARI,NL,0,0,1,1,0,0,0,21,7,2,1,0,4,0.25,2.57,0,0,0,0,28,0,2,0,0,0
assenpa01,1999,ALDS1,CLE,AL,0,0,1,0,0,0,0,3,5,3,0,0,0,0.625,27,0,0,0,0,8,0,3,0,0,0
beckro01,1999,ALCS,BOS,AL,0,1,2,0,0,0,0,2,2,2,2,0,1,0.5,27,0,0,0,0,4,2,2,0,0,0
beckro01,1999,ALDS1,BOS,AL,0,0,2,0,0,0,0,6,2,0,0,0,2,0.25,0,0,0,0,0,8,2,0,0,0,0
benitar01,1999,NLCS,NYN,NL,0,0,5,0,0,0,1,20,3,1,0,2,9,0.136,1.35,0,0,0,0,24,3,1,0,0,0
benitar01,1999,NLDS2,NYN,NL,0,0,2,0,0,0,0,7,2,0,0,1,2,0.25,0,1,0,0,0,9,1,0,0,0,0
burbada01,1999,ALDS1,CLE,AL,0,0,1,1,0,0,0,12,1,0,0,1,0,0.083,0,0,0,0,0,13,0,0,0,0,1
cabrejo01,1999,NLDS1,HOU,NL,0,0,1,0,0,0,0,6,2,0,0,0,6,0.25,0,0,0,0,0,8,0,0,0,0,0
chouibo01,1999,NLDS2,ARI,NL,0,0,2,0,0,0,0,6,3,1,1,0,1,0.333,4.5,0,0,0,0,9,1,1,0,0,0
clemero02,1999,ALCS,NYA,AL,0,1,1,1,0,0,0,6,6,5,1,2,2,0.462,22.5,0,0,0,0,15,0,5,0,0,0
clemero02,1999,ALDS2,NYA,AL,1,0,1,1,0,0,0,21,3,0,0,2,2,0.125,0,0,0,0,0,26,0,0,0,0,0
clemero02,1999,WS,NYA,AL,1,0,1,1,0,0,0,23,4,1,0,2,4,0.154,1.17,0,0,0,0,28,0,1,0,0,1
colonba01,1999,ALDS1,CLE,AL,0,1,2,2,0,0,0,27,11,9,3,4,12,0.306,9,0,0,0,0,40,0,9,0,0,1
coneda01,1999,ALCS,NYA,AL,1,0,1,1,0,0,0,21,7,2,1,3,9,0.25,2.57,0,0,0,0,31,0,2,0,0,0
coneda01,1999,WS,NYA,AL,1,0,1,1,0,0,0,21,1,0,0,5,4,0.048,0,0,0,0,0,26,0,0,0,0,2
cookde01,1999,NLCS,NYN,NL,0,0,3,0,0,0,0,4,1,0,0,2,1,0.2,0,1,0,0,0,7,0,0,0,0,0
cookde01,1999,NLDS2,NYN,NL,0,0,1,0,0,0,0,5,1,0,0,1,1,0.2,0,0,0,0,0,6,0,0,0,0,0
cormirh01,1999,ALCS,BOS,AL,0,0,4,0,0,0,0,11,3,0,0,3,4,0.2,0,1,0,0,0,18,1,0,0,0,0
cormirh01,1999,ALDS1,BOS,AL,0,0,2,0,0,0,0,12,2,0,0,1,4,0.154,0,0,0,0,0,14,0,0,0,0,1
crabtti01,1999,ALDS2,TEX,AL,0,0,2,0,0,0,0,5,1,1,0,1,1,0.2,5.4,0,0,0,0,7,0,2,1,0,0
daalom01,1999,NLDS2,ARI,NL,0,1,1,1,0,0,0,12,6,3,0,3,4,0.353,6.75,0,0,0,0,21,0,3,1,0,1
depause01,1999,ALDS1,CLE,AL,0,0,3,0,0,0,0,15,2,1,0,3,5,0.125,1.8,0,0,0,0,20,0,1,0,1,0
doteloc01,1999,NLCS,NYN,NL,1,0,1,0,0,0,0,9,4,1,0,2,5,0.333,3,1,0,0,0,14,1,1,0,0,0
doteloc01,1999,NLDS2,NYN,NL,0,0,1,0,0,0,0,1,1,2,0,2,0,0.5,54,0,0,1,0,5,0,2,0,0,0
elartsc01,1999,NLDS1,HOU,NL,0,0,2,0,0,0,0,7,4,1,0,1,3,0.4,3.86,0,2,0,0,12,0,1,1,0,0
fasseje01,1999,ALDS2,TEX,AL,0,0,1,0,0,0,0,3,2,1,0,1,1,0.4,9,0,0,0,0,6,1,1,0,0,0
francjo01,1999,NLCS,NYN,NL,0,0,3,0,0,0,0,8,3,1,0,1,3,0.333,3.38,0,0,0,0,12,0,1,2,0,0
francjo01,1999,NLDS2,NYN,NL,1,0,3,0,0,0,0,11,1,0,0,0,2,0.091,0,0,0,0,0,11,2,0,0,0,1
garceri01,1999,ALCS,BOS,AL,0,0,2,0,0,0,0,9,3,4,0,1,2,0.231,12,1,0,0,0,14,0,5,0,0,0
garceri01,1999,ALDS1,BOS,AL,1,0,2,0,0,0,0,7,2,1,0,3,2,0.222,3.86,0,0,0,0,12,1,1,0,0,0
glavito02,1999,NLCS,ATL,NL,1,0,1,1,0,0,0,21,7,0,0,1,8,0.259,0,0,1,0,0,28,0,0,0,0,1
glavito02,1999,NLDS1,ATL,NL,0,0,1,1,0,0,0,18,5,2,0,3,6,0.238,3,0,0,1,0,25,0,2,0,0,2
glavito02,1999,WS,ATL,NL,0,0,1,1,0,0,0,21,7,4,3,0,3,0.25,5.14,0,0,0,0,28,0,5,0,0,0
gordoto01,1999,ALCS,BOS,AL,0,0,3,0,0,0,0,6,3,3,2,1,3,0.333,13.5,0,0,0,0,10,1,3,0,0,0
gordoto01,1999,ALDS1,BOS,AL,0,0,2,0,0,0,0,6,1,1,1,1,3,0.143,4.5,0,0,1,0,9,1,1,0,0,0
grimsja01,1999,WS,NYA,AL,0,0,1,0,0,0,0,7,2,0,0,2,0,0.25,0,0,0,0,0,10,0,0,0,0,1
hamptmi01,1999,NLDS1,HOU,NL,0,0,1,1,0,0,0,21,6,3,1,1,9,0.231,3.86,0,1,0,0,27,0,3,0,0,1
helliri01,1999,ALDS2,TEX,AL,0,1,1,1,0,0,0,19,5,2,0,1,8,0.208,2.84,0,0,0,0,25,0,2,0,0,0
henrydo01,1999,NLDS1,HOU,NL,0,0,2,0,0,0,0,11,1,0,0,3,2,0.091,0,1,0,0,0,14,0,0,0,0,1
hernaor01,1999,ALCS,NYA,AL,1,0,2,2,0,0,0,45,12,3,1,6,13,0.207,1.8,0,0,0,0,64,0,4,0,0,0
hernaor01,1999,ALDS2,NYA,AL,1,0,1,1,0,0,0,24,2,0,0,6,4,0.083,0,0,0,0,0,30,0,0,0,0,1
hernaor01,1999,WS,NYA,AL,1,0,1,1,0,0,0,21,1,1,1,2,10,0.048,1.29,0,0,0,0,23,0,1,0,0,0
hershor01,1999,NLCS,NYN,NL,0,0,2,0,0,0,0,13,1,0,0,3,5,0.077,0,2,0,1,0,18,0,0,1,0,0
hershor01,1999,NLDS2,NYN,NL,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0
holmeda01,1999,NLDS2,ARI,NL,0,0,1,0,0,0,0,4,1,4,0,3,0,0.25,27,1,0,0,0,8,0,4,1,0,0
holtch01,1999,NLDS1,HOU,NL,0,0,1,0,0,0,0,0,3,3,0,0,0,1,inf,0,0,0,0,3,0,3,0,0,0
irabuhi01,1999,ALCS,NYA,AL,0,0,1,0,0,0,0,14,13,7,2,0,3,0.481,13.5,0,0,0,0,27,0,8,0,0,1
jacksmi02,1999,ALDS1,CLE,AL,0,0,2,0,0,0,0,6,2,1,0,1,1,0.25,4.5,1,0,0,0,9,2,1,0,0,0
johnsra05,1999,NLDS2,ARI,NL,0,1,1,1,0,0,0,25,8,7,2,3,11,0.25,7.56,0,0,0,0,36,0,7,1,0,0
karsast01,1999,ALDS1,CLE,AL,0,0,2,0,0,0,0,9,5,3,1,1,3,0.357,9,0,2,0,0,16,0,3,0,1,0
leiteal01,1999,NLCS,NYN,NL,0,1,2,2,0,0,0,21,5,5,0,4,5,0.2,6.43,0,1,2,0,31,0,6,0,0,0
leiteal01,1999,NLDS2,NYN,NL,0,0,1,1,0,0,0,23,3,3,1,3,4,0.125,3.52,0,0,1,0,28,0,3,0,0,1
limajo01,1999,NLDS1,HOU,NL,0,1,1,1,0,0,0,20,9,4,0,2,4,0.333,5.4,2,0,0,0,31,0,4,0,2,0
loaizes01,1999,ALDS2,TEX,AL,0,1,1,1,0,0,0,21,5,3,1,1,4,0.192,3.86,0,0,0,0,27,0,3,0,0,1
lowede01,1999,ALCS,BOS,AL,0,0,3,0,0,0,0,19,6,1,0,2,7,0.231,1.42,0,0,0,0,29,0,3,1,0,0
lowede01,1999,ALDS1,BOS,AL,1,1,3,0,0,0,0,25,6,4,2,1,7,0.188,4.32,0,0,1,0,34,0,7,0,0,1
maddugr01,1999,NLCS,ATL,NL,1,0,2,2,0,0,0,42,12,3,1,1,7,0.222,1.93,0,0,0,0,55,0,3,0,0,1
maddugr01,1999,NLDS1,ATL,NL,0,1,2,1,0,0,0,21,10,2,1,5,5,0.37,2.57,2,0,0,0,32,0,2,0,0,2
maddugr01,1999,WS,ATL,NL,0,1,1,1,0,0,0,21,5,2,0,3,5,0.208,2.57,0,0,0,0,29,0,4,2,0,1
mahompa01,1999,NLCS,NYN,NL,0,0,3,0,0,0,0,19,4,1,1,3,3,0.2,1.42,1,0,0,0,24,0,1,0,1,2
mahompa01,1999,NLDS2,NYN,NL,0,0,1,0,0,0,0,5,3,1,0,0,1,0.429,5.4,0,0,0,0,7,0,1,0,0,1
mantema01,1999,NLDS2,ARI,NL,0,1,1,0,0,0,0,6,1,1,1,3,1,0.167,4.5,1,0,0,0,10,1,1,1,0,0
martipe02,1999,ALCS,BOS,AL,1,0,1,1,0,0,0,21,2,0,0,2,12,0.087,0,0,0,0,0,25,0,0,0,0,0
martipe02,1999,ALDS1,BOS,AL,1,0,2,1,0,0,0,30,3,0,0,4,11,0.091,0,0,0,0,0,37,1,0,0,0,0
martira02,1999,ALCS,BOS,AL,0,1,1,1,0,0,0,20,6,3,1,3,5,0.25,4.05,0,0,0,0,28,0,3,1,0,0
martira02,1999,ALDS1,BOS,AL,0,0,1,1,0,0,0,17,5,2,0,3,6,0.238,3.18,1,0,0,0,25,0,2,0,1,0
mcglike01,1999,NLCS,ATL,NL,0,1,1,0,0,0,0,3,2,2,0,4,1,0.5,18,1,0,0,0,9,1,2,1,0,0
mcglike01,1999,NLDS1,ATL,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mcglike01,1999,WS,ATL,NL,0,0,1,0,0,0,0,6,2,0,0,1,2,0.25,0,0,0,0,0,9,1,0,0,0,0
mendora01,1999,ALCS,NYA,AL,0,0,2,0,0,0,1,7,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0
mendora01,1999,WS,NYA,AL,0,0,1,0,0,0,0,5,3,2,0,1,0,0.429,10.8,0,0,0,0,8,0,2,0,0,1
merckke01,1999,ALCS,BOS,AL,0,1,2,2,0,0,0,23,12,4,2,4,5,0.353,4.7,0,0,1,0,39,0,4,0,0,0
merckke01,1999,ALDS1,BOS,AL,0,0,1,1,0,0,0,5,3,2,0,3,1,0.5,10.8,0,0,0,0,11,0,2,1,1,0
milletr02,1999,NLDS1,HOU,NL,0,0,2,0,0,0,0,4,1,0,0,0,2,0.2,0,0,1,0,0,5,0,0,0,0,0
